measure,location,sample date,value
Iron,Chai,27-Apr-01,0.913333333
Manganese,Chai,27-Apr-01,0.01
Zinc,Chai,27-Apr-01,39
Copper,Chai,27-Apr-01,13.33333333
Chromium,Chai,27-Apr-01,6
Lead,Chai,27-Apr-01,8.666666667
Biochemical Oxygen,Chai,27-Apr-01,2.966666667
Chemical Oxygen Demand (Cr),Chai,27-Apr-01,10.63333333
Chemical Oxygen Demand (Mn),Chai,27-Apr-01,2.8
Total extractable matter,Chai,27-Apr-01,0.103333333
Anionic active surfactants,Chai,27-Apr-01,0.053333333
Atrazine,Chai,27-Apr-01,0.008666667
"p,p-DDT",Chai,27-Apr-01,0.713333333
gamma-Hexachlorocyclohexane,Chai,27-Apr-01,0.283333333
Total coliforms,Chai,27-Apr-01,0.726666667
Fecal coliforms,Chai,27-Apr-01,0.033333333
Water temperature,Somchair,29-Apr-01,14
Dissolved oxygen,Somchair,29-Apr-01,8.5
Bicarbonates,Somchair,29-Apr-01,159
Ammonium,Somchair,29-Apr-01,0.23
Nitrites,Somchair,29-Apr-01,0.04
Nitrates,Somchair,29-Apr-01,1.39
Orthophosphate-phosphorus,Somchair,29-Apr-01,0.03
Total phosphorus,Somchair,29-Apr-01,0.07
Sodium,Somchair,29-Apr-01,62.5
Potassium,Somchair,29-Apr-01,2.4
Calcium,Somchair,29-Apr-01,68
Magnesium,Somchair,29-Apr-01,12.6
Chlorides,Somchair,29-Apr-01,95
Sulphates,Somchair,29-Apr-01,71
Iron,Somchair,29-Apr-01,8.73
Manganese,Somchair,29-Apr-01,0.07
Zinc,Somchair,29-Apr-01,92
Copper,Somchair,29-Apr-01,32
Chromium,Somchair,29-Apr-01,31
Lead,Somchair,29-Apr-01,20
Biochemical Oxygen,Somchair,29-Apr-01,3.7
Chemical Oxygen Demand (Cr),Somchair,29-Apr-01,12.1
Chemical Oxygen Demand (Mn),Somchair,29-Apr-01,4.6
Total extractable matter,Somchair,29-Apr-01,0.16
Anionic active surfactants,Somchair,29-Apr-01,0.09
Atrazine,Somchair,29-Apr-01,0.009
"p,p-DDT",Somchair,29-Apr-01,0.96
gamma-Hexachlorocyclohexane,Somchair,29-Apr-01,0.01
Total coliforms,Somchair,29-Apr-01,1.6
Fecal coliforms,Somchair,29-Apr-01,0.02
Fecal streptococci ,Somchair,29-Apr-01,0.002
Water temperature,Busarakhan,29-Apr-01,14.9
Dissolved oxygen,Busarakhan,29-Apr-01,8.8
Bicarbonates,Busarakhan,29-Apr-01,146
Ammonium,Busarakhan,29-Apr-01,0.31
Nitrites,Busarakhan,29-Apr-01,0.03
Nitrates,Busarakhan,29-Apr-01,1.8
Orthophosphate-phosphorus,Busarakhan,29-Apr-01,0.03
Total phosphorus,Busarakhan,29-Apr-01,0.08
Sodium,Busarakhan,29-Apr-01,54.4
Potassium,Busarakhan,29-Apr-01,2.7
Calcium,Busarakhan,29-Apr-01,68
Magnesium,Busarakhan,29-Apr-01,30.6
Chlorides,Busarakhan,29-Apr-01,45.4
Sulphates,Busarakhan,29-Apr-01,142.3
Iron,Busarakhan,29-Apr-01,0.52
Manganese,Busarakhan,29-Apr-01,0.11
Zinc,Busarakhan,29-Apr-01,32
Copper,Busarakhan,29-Apr-01,23
Chromium,Busarakhan,29-Apr-01,16
Lead,Busarakhan,29-Apr-01,15
Biochemical Oxygen,Busarakhan,29-Apr-01,3.5
Chemical Oxygen Demand (Cr),Busarakhan,29-Apr-01,11
Chemical Oxygen Demand (Mn),Busarakhan,29-Apr-01,4.7
Total extractable matter,Busarakhan,29-Apr-01,0.09
Anionic active surfactants,Busarakhan,29-Apr-01,0.08
Atrazine,Busarakhan,29-Apr-01,0.01
"p,p-DDT",Busarakhan,29-Apr-01,0.12
gamma-Hexachlorocyclohexane,Busarakhan,29-Apr-01,0.1
Total coliforms,Busarakhan,29-Apr-01,0.03
Fecal coliforms,Busarakhan,29-Apr-01,0.005
Water temperature,Kannika,29-Apr-01,14
Dissolved oxygen,Kannika,29-Apr-01,9.1
Bicarbonates,Kannika,29-Apr-01,152
Ammonium,Kannika,29-Apr-01,0.32
Nitrites,Kannika,29-Apr-01,0.043333333
Nitrates,Kannika,29-Apr-01,1.21
Orthophosphate-phosphorus,Kannika,29-Apr-01,0.036666667
Total phosphorus,Kannika,29-Apr-01,0.07
Sodium,Kannika,29-Apr-01,17.4
Potassium,Kannika,29-Apr-01,2.5
Calcium,Kannika,29-Apr-01,59.33333333
Magnesium,Kannika,29-Apr-01,11.8
Chlorides,Kannika,29-Apr-01,34.46666667
Sulphates,Kannika,29-Apr-01,47.1
Iron,Kannika,29-Apr-01,1.983333333
Manganese,Kannika,29-Apr-01,0.08
Zinc,Kannika,29-Apr-01,52.66666667
Copper,Kannika,29-Apr-01,19.33333333
Chromium,Kannika,29-Apr-01,16.66666667
Lead,Kannika,29-Apr-01,26.66666667
Biochemical Oxygen,Kannika,29-Apr-01,2.9
Chemical Oxygen Demand (Cr),Kannika,29-Apr-01,11.73333333
Chemical Oxygen Demand (Mn),Kannika,29-Apr-01,3.133333333
Total extractable matter,Kannika,29-Apr-01,0.093333333
Anionic active surfactants,Kannika,29-Apr-01,0.076666667
Atrazine,Kannika,29-Apr-01,0.01
"p,p-DDT",Kannika,29-Apr-01,0.336666667
gamma-Hexachlorocyclohexane,Kannika,29-Apr-01,0.183333333
Total coliforms,Kannika,29-Apr-01,0.156666667
Fecal coliforms,Kannika,29-Apr-01,0.008
Water temperature,Sakda,30-Apr-01,14
Dissolved oxygen,Sakda,30-Apr-01,9.066666667
Bicarbonates,Sakda,30-Apr-01,146
Ammonium,Sakda,30-Apr-01,0.316666667
Nitrites,Sakda,30-Apr-01,0.016666667
Nitrates,Sakda,30-Apr-01,1.016666667
Orthophosphate-phosphorus,Sakda,30-Apr-01,0.04
Total phosphorus,Sakda,30-Apr-01,0.08
Sodium,Sakda,30-Apr-01,18
Potassium,Sakda,30-Apr-01,2.5
Calcium,Sakda,30-Apr-01,58
Magnesium,Sakda,30-Apr-01,12
Chlorides,Sakda,30-Apr-01,34
Sulphates,Sakda,30-Apr-01,57.33333333
Iron,Sakda,30-Apr-01,1.603333333
Manganese,Sakda,30-Apr-01,0.09
Zinc,Sakda,30-Apr-01,32.66666667
Copper,Sakda,30-Apr-01,23.33333333
Chromium,Sakda,30-Apr-01,13
Lead,Sakda,30-Apr-01,13.66666667
Biochemical Oxygen,Sakda,30-Apr-01,2.8
Chemical Oxygen Demand (Cr),Sakda,30-Apr-01,11.2
Chemical Oxygen Demand (Mn),Sakda,30-Apr-01,3.1
Total extractable matter,Sakda,30-Apr-01,0.096666667
Anionic active surfactants,Sakda,30-Apr-01,0.066666667
Atrazine,Sakda,30-Apr-01,0.009666667
"p,p-DDT",Sakda,30-Apr-01,0.73
gamma-Hexachlorocyclohexane,Sakda,30-Apr-01,0.233333333
Total coliforms,Sakda,30-Apr-01,3.35
Fecal coliforms,Sakda,30-Apr-01,0.016666667
Water temperature,Boonsri,04-May-01,8.333333333
Dissolved oxygen,Boonsri,04-May-01,9.1
Bicarbonates,Boonsri,04-May-01,171
Ammonium,Boonsri,04-May-01,0.226666667
Nitrites,Boonsri,04-May-01,0.01
Nitrates,Boonsri,04-May-01,0.7
Orthophosphate-phosphorus,Boonsri,04-May-01,0.026666667
Total phosphorus,Boonsri,04-May-01,0.05
Sodium,Boonsri,04-May-01,16.1
Potassium,Boonsri,04-May-01,3.066666667
Calcium,Boonsri,04-May-01,48
Magnesium,Boonsri,04-May-01,12.1
Chlorides,Boonsri,04-May-01,18.5
Sulphates,Boonsri,04-May-01,43
Iron,Boonsri,04-May-01,0.38
Manganese,Boonsri,04-May-01,0.033333333
Zinc,Boonsri,04-May-01,57
Copper,Boonsri,04-May-01,15
Chromium,Boonsri,04-May-01,7
Lead,Boonsri,04-May-01,25.66666667
Cadmium,Boonsri,04-May-01,6.646666667
Biochemical Oxygen,Boonsri,04-May-01,1.833333333
Chemical Oxygen Demand (Cr),Boonsri,04-May-01,9.333333333
Chemical Oxygen Demand (Mn),Boonsri,04-May-01,3.6
Anionic active surfactants,Boonsri,04-May-01,0
Atrazine,Boonsri,04-May-01,0.02
"p,p-DDT",Boonsri,04-May-01,0.04
gamma-Hexachlorocyclohexane,Boonsri,04-May-01,0.04
Macrozoobenthos,Boonsri,04-May-01,1.676666667
Water temperature,Kohsoom,13-May-01,17.5
Dissolved oxygen,Kohsoom,13-May-01,5.5
Bicarbonates,Kohsoom,13-May-01,250
Ammonium,Kohsoom,13-May-01,1.66
Nitrites,Kohsoom,13-May-01,0.04
Nitrates,Kohsoom,13-May-01,1.44
Orthophosphate-phosphorus,Kohsoom,13-May-01,0.19
Total phosphorus,Kohsoom,13-May-01,0.24
Sodium,Kohsoom,13-May-01,40.2
Potassium,Kohsoom,13-May-01,6.3
Calcium,Kohsoom,13-May-01,82
Magnesium,Kohsoom,13-May-01,26
Chlorides,Kohsoom,13-May-01,66
Sulphates,Kohsoom,13-May-01,106
Iron,Kohsoom,13-May-01,0.26
Manganese,Kohsoom,13-May-01,0.09
Zinc,Kohsoom,13-May-01,30
Copper,Kohsoom,13-May-01,16
Chromium,Kohsoom,13-May-01,41
Lead,Kohsoom,13-May-01,14
Cadmium,Kohsoom,13-May-01,3.16
Biochemical Oxygen,Kohsoom,13-May-01,6.6
Chemical Oxygen Demand (Cr),Kohsoom,13-May-01,13.2
Chemical Oxygen Demand (Mn),Kohsoom,13-May-01,8.8
Anionic active surfactants,Kohsoom,13-May-01,0.08
Atrazine,Kohsoom,13-May-01,0.01
"p,p-DDT",Kohsoom,13-May-01,0.09
gamma-Hexachlorocyclohexane,Kohsoom,13-May-01,0.03
Macrozoobenthos,Kohsoom,13-May-01,2.08
Total coliforms,Kohsoom,13-May-01,16
Fecal coliforms,Kohsoom,13-May-01,0.19
Fecal streptococci ,Kohsoom,13-May-01,0.06
Water temperature,Chai,27-May-01,17.33333333
Dissolved oxygen,Chai,27-May-01,6.966666667
Bicarbonates,Chai,27-May-01,170
Ammonium,Chai,27-May-01,0.46
Nitrites,Chai,27-May-01,0.01
Nitrates,Chai,27-May-01,1.606666667
Orthophosphate-phosphorus,Chai,27-May-01,0.01
Total phosphorus,Chai,27-May-01,0.03
Sodium,Chai,27-May-01,19.2
Potassium,Chai,27-May-01,3.133333333
Calcium,Chai,27-May-01,56.83333333
Magnesium,Chai,27-May-01,20
Chlorides,Chai,27-May-01,33.36666667
Sulphates,Chai,27-May-01,56.1
Iron,Chai,27-May-01,0.653333333
Manganese,Chai,27-May-01,0.32
Zinc,Chai,27-May-01,34.33333333
Copper,Chai,27-May-01,25
Chromium,Chai,27-May-01,12.33333333
Lead,Chai,27-May-01,21
Cadmium,Chai,27-May-01,3.69
Biochemical Oxygen,Chai,27-May-01,3.366666667
Chemical Oxygen Demand (Cr),Chai,27-May-01,22.66666667
Chemical Oxygen Demand (Mn),Chai,27-May-01,6.2
Anionic active surfactants,Chai,27-May-01,0.133333333
Atrazine,Chai,27-May-01,0.01
"p,p-DDT",Chai,27-May-01,0.009333333
gamma-Hexachlorocyclohexane,Chai,27-May-01,0.023333333
Macrozoobenthos,Chai,27-May-01,2.063333333
Total coliforms,Chai,27-May-01,2.15
Fecal coliforms,Chai,27-May-01,1.28
Fecal streptococci ,Chai,27-May-01,0.01
Water temperature,Kannika,27-May-01,18.5
Dissolved oxygen,Kannika,27-May-01,7.633333333
Bicarbonates,Kannika,27-May-01,162.3333333
Ammonium,Kannika,27-May-01,0.23
Nitrites,Kannika,27-May-01,0.01
Nitrates,Kannika,27-May-01,1.353333333
Orthophosphate-phosphorus,Kannika,27-May-01,0.06
Total phosphorus,Kannika,27-May-01,0.09
Sodium,Kannika,27-May-01,20.86666667
Potassium,Kannika,27-May-01,3.266666667
Calcium,Kannika,27-May-01,60.8
Magnesium,Kannika,27-May-01,17.66666667
Chlorides,Kannika,27-May-01,32.1
Sulphates,Kannika,27-May-01,54.16666667
Iron,Kannika,27-May-01,0.58
Manganese,Kannika,27-May-01,0.063333333
Zinc,Kannika,27-May-01,11.33333333
Copper,Kannika,27-May-01,13.66666667
Chromium,Kannika,27-May-01,10
Lead,Kannika,27-May-01,15.66666667
Cadmium,Kannika,27-May-01,20.83666667
Biochemical Oxygen,Kannika,27-May-01,3.1
Chemical Oxygen Demand (Cr),Kannika,27-May-01,20.33333333
Chemical Oxygen Demand (Mn),Kannika,27-May-01,4.7
Anionic active surfactants,Kannika,27-May-01,0.14
Atrazine,Kannika,27-May-01,0.02
"p,p-DDT",Kannika,27-May-01,0.166666667
gamma-Hexachlorocyclohexane,Kannika,27-May-01,0.056666667
Macrozoobenthos,Kannika,27-May-01,1.966666667
Total coliforms,Kannika,27-May-01,1.533333333
Fecal coliforms,Kannika,27-May-01,1.516666667
Fecal streptococci ,Kannika,27-May-01,0.007333333
Water temperature,Sakda,27-May-01,19
Dissolved oxygen,Sakda,27-May-01,7.866666667
Bicarbonates,Sakda,27-May-01,156.6666667
Ammonium,Sakda,27-May-01,0.266666667
Nitrites,Sakda,27-May-01,0.013333333
Nitrates,Sakda,27-May-01,1.223333333
Orthophosphate-phosphorus,Sakda,27-May-01,0.06
Total phosphorus,Sakda,27-May-01,0.09
Sodium,Sakda,27-May-01,24.26666667
Potassium,Sakda,27-May-01,4.133333333
Calcium,Sakda,27-May-01,60.8
Magnesium,Sakda,27-May-01,13.5
Chlorides,Sakda,27-May-01,29.8
Sulphates,Sakda,27-May-01,56.3
Iron,Sakda,27-May-01,0.436666667
Manganese,Sakda,27-May-01,0.033333333
Zinc,Sakda,27-May-01,19.33333333
Copper,Sakda,27-May-01,12
Chromium,Sakda,27-May-01,11.66666667
Lead,Sakda,27-May-01,24
Cadmium,Sakda,27-May-01,22.73333333
Biochemical Oxygen,Sakda,27-May-01,3.233333333
Chemical Oxygen Demand (Cr),Sakda,27-May-01,20
Chemical Oxygen Demand (Mn),Sakda,27-May-01,5.166666667
Anionic active surfactants,Sakda,27-May-01,0.236666667
Atrazine,Sakda,27-May-01,0.016666667
"p,p-DDT",Sakda,27-May-01,0.113333333
gamma-Hexachlorocyclohexane,Sakda,27-May-01,0.063333333
Macrozoobenthos,Sakda,27-May-01,1.966666667
Total coliforms,Sakda,27-May-01,0.77
Fecal coliforms,Sakda,27-May-01,0.28
Fecal streptococci ,Sakda,27-May-01,0.009333333
Water temperature,Somchair,28-May-01,18
Dissolved oxygen,Somchair,28-May-01,8.9
Bicarbonates,Somchair,28-May-01,185
Ammonium,Somchair,28-May-01,0.27
Nitrites,Somchair,28-May-01,0.03
Nitrates,Somchair,28-May-01,2.02
Orthophosphate-phosphorus,Somchair,28-May-01,0.03
Total phosphorus,Somchair,28-May-01,0.06
Sodium,Somchair,28-May-01,40.2
Potassium,Somchair,28-May-01,4.8
Calcium,Somchair,28-May-01,75.3
Magnesium,Somchair,28-May-01,17
Chlorides,Somchair,28-May-01,62
Sulphates,Somchair,28-May-01,77.4
Iron,Somchair,28-May-01,0.4
Manganese,Somchair,28-May-01,0.06
Zinc,Somchair,28-May-01,28
Copper,Somchair,28-May-01,16
Chromium,Somchair,28-May-01,12
Lead,Somchair,28-May-01,18
Cadmium,Somchair,28-May-01,8.14
Biochemical Oxygen,Somchair,28-May-01,3.1
Chemical Oxygen Demand (Cr),Somchair,28-May-01,18
Chemical Oxygen Demand (Mn),Somchair,28-May-01,4.7
Anionic active surfactants,Somchair,28-May-01,0.06
Atrazine,Somchair,28-May-01,0.01
"p,p-DDT",Somchair,28-May-01,0.1
gamma-Hexachlorocyclohexane,Somchair,28-May-01,0.04
Macrozoobenthos,Somchair,28-May-01,2.11
Total coliforms,Somchair,28-May-01,2.2
Fecal coliforms,Somchair,28-May-01,1.3
Fecal streptococci ,Somchair,28-May-01,0.01
Water temperature,Busarakhan,28-May-01,19
Dissolved oxygen,Busarakhan,28-May-01,7.2
Bicarbonates,Busarakhan,28-May-01,244
Ammonium,Busarakhan,28-May-01,0.2
Nitrites,Busarakhan,28-May-01,0.05
Nitrates,Busarakhan,28-May-01,1.77
Orthophosphate-phosphorus,Busarakhan,28-May-01,0.01
Total phosphorus,Busarakhan,28-May-01,0.02
Sodium,Busarakhan,28-May-01,41.6
Potassium,Busarakhan,28-May-01,5
Calcium,Busarakhan,28-May-01,79.3
Magnesium,Busarakhan,28-May-01,28.6
Chlorides,Busarakhan,28-May-01,41.3
Sulphates,Busarakhan,28-May-01,107.2
Iron,Busarakhan,28-May-01,0.38
Manganese,Busarakhan,28-May-01,0.05
Zinc,Busarakhan,28-May-01,26
Copper,Busarakhan,28-May-01,13
Chromium,Busarakhan,28-May-01,15
Lead,Busarakhan,28-May-01,13
Cadmium,Busarakhan,28-May-01,2.51
Biochemical Oxygen,Busarakhan,28-May-01,2.5
Chemical Oxygen Demand (Cr),Busarakhan,28-May-01,15
Chemical Oxygen Demand (Mn),Busarakhan,28-May-01,4.1
Anionic active surfactants,Busarakhan,28-May-01,0
Atrazine,Busarakhan,28-May-01,0.01
"p,p-DDT",Busarakhan,28-May-01,0.2
gamma-Hexachlorocyclohexane,Busarakhan,28-May-01,0.04
Macrozoobenthos,Busarakhan,28-May-01,2.09
Total coliforms,Busarakhan,28-May-01,0.27
Fecal coliforms,Busarakhan,28-May-01,0.22
Fecal streptococci ,Busarakhan,28-May-01,0.004
Water temperature,Boonsri,06-Jun-01,23.5
Dissolved oxygen,Boonsri,06-Jun-01,6.766666667
Bicarbonates,Boonsri,06-Jun-01,154.3333333
Ammonium,Boonsri,06-Jun-01,0.136666667
Nitrites,Boonsri,06-Jun-01,0.01
Nitrates,Boonsri,06-Jun-01,0.793333333
Orthophosphate-phosphorus,Boonsri,06-Jun-01,0.023333333
Total phosphorus,Boonsri,06-Jun-01,0.056666667
Sodium,Boonsri,06-Jun-01,8.533333333
Potassium,Boonsri,06-Jun-01,3.166666667
Calcium,Boonsri,06-Jun-01,53.33333333
Magnesium,Boonsri,06-Jun-01,12
Chlorides,Boonsri,06-Jun-01,23.13333333
Sulphates,Boonsri,06-Jun-01,53.4
Iron,Boonsri,06-Jun-01,0.426666667
Manganese,Boonsri,06-Jun-01,0.05
Zinc,Boonsri,06-Jun-01,185
Copper,Boonsri,06-Jun-01,15.66666667
Chromium,Boonsri,06-Jun-01,5
Lead,Boonsri,06-Jun-01,26
Cadmium,Boonsri,06-Jun-01,3.726666667
Biochemical Oxygen,Boonsri,06-Jun-01,2.966666667
Chemical Oxygen Demand (Cr),Boonsri,06-Jun-01,9.766666667
Chemical Oxygen Demand (Mn),Boonsri,06-Jun-01,3.1
Total extractable matter,Boonsri,06-Jun-01,0.12
Anionic active surfactants,Boonsri,06-Jun-01,0
Atrazine,Boonsri,06-Jun-01,0.016666667
"p,p-DDT",Boonsri,06-Jun-01,0.04
gamma-Hexachlorocyclohexane,Boonsri,06-Jun-01,0.016666667
Macrozoobenthos,Boonsri,06-Jun-01,2.01
Total coliforms,Boonsri,06-Jun-01,0.803333333
Fecal coliforms,Boonsri,06-Jun-01,0.01
Water temperature,Kohsoom,19-Jun-01,26
Dissolved oxygen,Kohsoom,19-Jun-01,2.9
Bicarbonates,Kohsoom,19-Jun-01,146
Ammonium,Kohsoom,19-Jun-01,2.94
Nitrites,Kohsoom,19-Jun-01,0.02
Nitrates,Kohsoom,19-Jun-01,0.15
Orthophosphate-phosphorus,Kohsoom,19-Jun-01,0.3
Total phosphorus,Kohsoom,19-Jun-01,0.68
Sodium,Kohsoom,19-Jun-01,45.98
Potassium,Kohsoom,19-Jun-01,7.38
Calcium,Kohsoom,19-Jun-01,54
Magnesium,Kohsoom,19-Jun-01,12.6
Chlorides,Kohsoom,19-Jun-01,69.5
Sulphates,Kohsoom,19-Jun-01,67.3
Iron,Kohsoom,19-Jun-01,1.93
Manganese,Kohsoom,19-Jun-01,0.31
Zinc,Kohsoom,19-Jun-01,235
Copper,Kohsoom,19-Jun-01,18.3
Chromium,Kohsoom,19-Jun-01,14.3
Lead,Kohsoom,19-Jun-01,30
Cadmium,Kohsoom,19-Jun-01,3.1
Biochemical Oxygen,Kohsoom,19-Jun-01,4.3
Chemical Oxygen Demand (Cr),Kohsoom,19-Jun-01,15.6
Chemical Oxygen Demand (Mn),Kohsoom,19-Jun-01,4.3
Total extractable matter,Kohsoom,19-Jun-01,0.2
Anionic active surfactants,Kohsoom,19-Jun-01,0.07
Atrazine,Kohsoom,19-Jun-01,0.01
"p,p-DDT",Kohsoom,19-Jun-01,0.18
gamma-Hexachlorocyclohexane,Kohsoom,19-Jun-01,0.02
Macrozoobenthos,Kohsoom,19-Jun-01,2.11
Total coliforms,Kohsoom,19-Jun-01,0.64
Fecal coliforms,Kohsoom,19-Jun-01,0.38
Fecal streptococci ,Kohsoom,19-Jun-01,0.002
Water temperature,Chai,19-Jun-01,24.5
Dissolved oxygen,Chai,19-Jun-01,6.533333333
Bicarbonates,Chai,19-Jun-01,148
Ammonium,Chai,19-Jun-01,0.216666667
Nitrites,Chai,19-Jun-01,0.023333333
Nitrates,Chai,19-Jun-01,1.053333333
Orthophosphate-phosphorus,Chai,19-Jun-01,0.073333333
Total phosphorus,Chai,19-Jun-01,0.126666667
Sodium,Chai,19-Jun-01,15.26
Potassium,Chai,19-Jun-01,3.91
Calcium,Chai,19-Jun-01,54.33333333
Magnesium,Chai,19-Jun-01,12
Chlorides,Chai,19-Jun-01,25.16666667
Sulphates,Chai,19-Jun-01,54.63333333
Iron,Chai,19-Jun-01,0.503333333
Manganese,Chai,19-Jun-01,0.033333333
Zinc,Chai,19-Jun-01,19
Copper,Chai,19-Jun-01,15.2
Chromium,Chai,19-Jun-01,15.3
Lead,Chai,19-Jun-01,33.66666667
Cadmium,Chai,19-Jun-01,3.433333333
Biochemical Oxygen,Chai,19-Jun-01,3.1
Chemical Oxygen Demand (Cr),Chai,19-Jun-01,19.66666667
Chemical Oxygen Demand (Mn),Chai,19-Jun-01,3.066666667
Total extractable matter,Chai,19-Jun-01,0.13
Anionic active surfactants,Chai,19-Jun-01,0.093333333
Atrazine,Chai,19-Jun-01,0.01
"p,p-DDT",Chai,19-Jun-01,0.023333333
gamma-Hexachlorocyclohexane,Chai,19-Jun-01,0.009333333
Macrozoobenthos,Chai,19-Jun-01,2.1
Total coliforms,Chai,19-Jun-01,1.88
Fecal coliforms,Chai,19-Jun-01,0.1
Fecal streptococci ,Chai,19-Jun-01,0.003
Water temperature,Somchair,21-Jun-01,24.5
Dissolved oxygen,Somchair,21-Jun-01,5.5
Bicarbonates,Somchair,21-Jun-01,171
Ammonium,Somchair,21-Jun-01,0.23
Nitrites,Somchair,21-Jun-01,0.07
Nitrates,Somchair,21-Jun-01,0.97
Orthophosphate-phosphorus,Somchair,21-Jun-01,0.06
Total phosphorus,Somchair,21-Jun-01,0.12
Sodium,Somchair,21-Jun-01,43.97
Potassium,Somchair,21-Jun-01,6.1
Calcium,Somchair,21-Jun-01,59
Magnesium,Somchair,21-Jun-01,15.6
Chlorides,Somchair,21-Jun-01,58.1
Sulphates,Somchair,21-Jun-01,73
Iron,Somchair,21-Jun-01,0.94
Manganese,Somchair,21-Jun-01,0.17
Zinc,Somchair,21-Jun-01,65
Copper,Somchair,21-Jun-01,12.7
Chromium,Somchair,21-Jun-01,13.6
Lead,Somchair,21-Jun-01,38
Cadmium,Somchair,21-Jun-01,5.7
Biochemical Oxygen,Somchair,21-Jun-01,4.5
Chemical Oxygen Demand (Cr),Somchair,21-Jun-01,20
Chemical Oxygen Demand (Mn),Somchair,21-Jun-01,4.5
Total extractable matter,Somchair,21-Jun-01,0.19
Anionic active surfactants,Somchair,21-Jun-01,0.07
Atrazine,Somchair,21-Jun-01,0.01
"p,p-DDT",Somchair,21-Jun-01,0.04
gamma-Hexachlorocyclohexane,Somchair,21-Jun-01,0.04
Macrozoobenthos,Somchair,21-Jun-01,2.09
Total coliforms,Somchair,21-Jun-01,0.24
Fecal coliforms,Somchair,21-Jun-01,0.006
Water temperature,Busarakhan,21-Jun-01,25.6
Dissolved oxygen,Busarakhan,21-Jun-01,6.7
Bicarbonates,Busarakhan,21-Jun-01,183
Ammonium,Busarakhan,21-Jun-01,0.29
Nitrites,Busarakhan,21-Jun-01,0.02
Nitrates,Busarakhan,21-Jun-01,0.81
Orthophosphate-phosphorus,Busarakhan,21-Jun-01,0.06
Total phosphorus,Busarakhan,21-Jun-01,0.11
Sodium,Busarakhan,21-Jun-01,41.09
Potassium,Busarakhan,21-Jun-01,7.08
Calcium,Busarakhan,21-Jun-01,58
Magnesium,Busarakhan,21-Jun-01,21.6
Chlorides,Busarakhan,21-Jun-01,44
Sulphates,Busarakhan,21-Jun-01,117
Iron,Busarakhan,21-Jun-01,0.73
Manganese,Busarakhan,21-Jun-01,0.1
Zinc,Busarakhan,21-Jun-01,41
Copper,Busarakhan,21-Jun-01,8.7
Chromium,Busarakhan,21-Jun-01,22.9
Lead,Busarakhan,21-Jun-01,12
Cadmium,Busarakhan,21-Jun-01,5
Biochemical Oxygen,Busarakhan,21-Jun-01,3.7
Chemical Oxygen Demand (Cr),Busarakhan,21-Jun-01,18
Chemical Oxygen Demand (Mn),Busarakhan,21-Jun-01,4.6
Total extractable matter,Busarakhan,21-Jun-01,0.12
Anionic active surfactants,Busarakhan,21-Jun-01,0.05
Atrazine,Busarakhan,21-Jun-01,0.01
"p,p-DDT",Busarakhan,21-Jun-01,0.15
gamma-Hexachlorocyclohexane,Busarakhan,21-Jun-01,0.03
Macrozoobenthos,Busarakhan,21-Jun-01,2.1
Total coliforms,Busarakhan,21-Jun-01,0.24
Fecal coliforms,Busarakhan,21-Jun-01,0.01
Water temperature,Kannika,21-Jun-01,25
Dissolved oxygen,Kannika,21-Jun-01,6.433333333
Bicarbonates,Kannika,21-Jun-01,152
Ammonium,Kannika,21-Jun-01,0.253333333
Nitrites,Kannika,21-Jun-01,0.023333333
Nitrates,Kannika,21-Jun-01,1.046666667
Orthophosphate-phosphorus,Kannika,21-Jun-01,0.073333333
Total phosphorus,Kannika,21-Jun-01,0.113333333
Sodium,Kannika,21-Jun-01,14.94666667
Potassium,Kannika,21-Jun-01,4.243333333
Calcium,Kannika,21-Jun-01,58
Magnesium,Kannika,21-Jun-01,12
Chlorides,Kannika,21-Jun-01,34.33333333
Sulphates,Kannika,21-Jun-01,54.46666667
Iron,Kannika,21-Jun-01,1.29
Manganese,Kannika,21-Jun-01,0.086666667
Zinc,Kannika,21-Jun-01,52.66666667
Copper,Kannika,21-Jun-01,10.13333333
Chromium,Kannika,21-Jun-01,13.43333333
Lead,Kannika,21-Jun-01,8.666666667
Cadmium,Kannika,21-Jun-01,3.766666667
Biochemical Oxygen,Kannika,21-Jun-01,3.366666667
Chemical Oxygen Demand (Cr),Kannika,21-Jun-01,20.8
Chemical Oxygen Demand (Mn),Kannika,21-Jun-01,3.033333333
Total extractable matter,Kannika,21-Jun-01,0.123333333
Anionic active surfactants,Kannika,21-Jun-01,0.113333333
Atrazine,Kannika,21-Jun-01,0.02
"p,p-DDT",Kannika,21-Jun-01,0.013333333
gamma-Hexachlorocyclohexane,Kannika,21-Jun-01,0.01
Macrozoobenthos,Kannika,21-Jun-01,2.106666667
Total coliforms,Kannika,21-Jun-01,0.33
Fecal coliforms,Kannika,21-Jun-01,0.18
Water temperature,Sakda,21-Jun-01,25
Dissolved oxygen,Sakda,21-Jun-01,6.433333333
Bicarbonates,Sakda,21-Jun-01,146
Ammonium,Sakda,21-Jun-01,0.336666667
Nitrites,Sakda,21-Jun-01,0.023333333
Nitrates,Sakda,21-Jun-01,0.99
Orthophosphate-phosphorus,Sakda,21-Jun-01,0.073333333
Total phosphorus,Sakda,21-Jun-01,0.11
Sodium,Sakda,21-Jun-01,14.98
Potassium,Sakda,21-Jun-01,4.266666667
